recipe_food_id,ingredient_food_id,ingredient_name,quantity,quantity_unit,source_food_code,ingredient_name_original,amount_original,unit_original
GF-REC-00432,GF-ING-00018,"Wheat flour, refined (Triticum aestivum)",50.0,g,A018,Refined flour,50,g
GF-REC-00432,,"Sugar, icing",20.0,g,UK-17-062,Icing sugar,20,g
GF-REC-00432,,Salt,0.25,tsp,UK-17-367,Salt,1,pinch
GF-REC-00432,,"Butter, unsalted",30.0,g,UK-17-661,Butter,30,g
GF-REC-00433,GF-ING-00018,"Wheat flour, refined (Triticum aestivum)",80.0,g,A018,Refined flour,80,g
GF-REC-00433,,"Sugar, icing",30.0,g,UK-17-062,Castor sugar,30,g
GF-REC-00433,,Salt,0.25,tsp,UK-17-367,Salt,1,pinch
GF-REC-00433,,"Butter, unsalted",30.0,g,UK-17-661,Butter,50,g
GF-REC-00434,GF-ING-00018,"Wheat flour, refined (Triticum aestivum)",50.0,g,A018,Refined flour,50,g
GF-REC-00434,GF-ING-00302,Walnut (Juglans regia),20.0,g,H021,Walnuts,8 to 10,
GF-REC-00434,GF-ING-00312,"Milk, whole, Cow",1.0,tbsp,L002,Milk,to make the dough,
GF-REC-00434,GF-ING-00315,"Egg, poultry, whole, raw",12.5,g,M001,Egg,.25,
GF-REC-00434,,"Sugar, icing",30.0,g,UK-17-062,Castor sugar,30,g
GF-REC-00434,,"Coffee, powder, instant",0.5,tsp,UK-17-158,Coffee powder,.5,tsp
GF-REC-00434,,Baking powder,0.25,tsp,UK-17-355,Baking powder,.25,tsp
GF-REC-00434,,"Butter, unsalted",25.0,g,UK-17-661,Butter,25,g
GF-REC-00435,GF-ING-00018,"Wheat flour, refined (Triticum aestivum)",50.0,g,A018,Refined flour,50,g
GF-REC-00435,GF-ING-00315,"Egg, poultry, whole, raw",12.5,g,M001,Egg,.25,
GF-REC-00435,,"Breakfast cereal, crunchy clusters type, without nuts, unfortified",20.0,g,UK-11-938,Cornflakes,20,g
GF-REC-00435,,"Sugar, icing",30.0,g,UK-17-062,Castor sugar,30,g
GF-REC-00435,,Baking powder,0.25,tsp,UK-17-355,Baking powder,.25,tsp
GF-REC-00435,,"Butter, unsalted",35.0,g,UK-17-661,Butter,35,g
GF-REC-00435,,Vanilla extract,0.5,tsp,US-173471,Vanilla essence,a few drops,
GF-REC-00436,GF-ING-00018,"Wheat flour, refined (Triticum aestivum)",50.0,g,A018,Refined flour,50,g
GF-REC-00436,GF-ING-00315,"Egg, poultry, whole, raw",12.5,g,M001,Egg,.25,
GF-REC-00436,,"Ginger, ground",1.5,tsp,UK-13-832,Ginger powder,1.5,tsp
GF-REC-00436,,"Sugar, icing",30.0,g,UK-17-062,Castor sugar,30,g
GF-REC-00436,,Baking powder,0.125,tsp,UK-17-355,Baking powder,.125,tsp
GF-REC-00436,,"Butter, unsalted",25.0,g,UK-17-661,Butter,25,g
GF-REC-00437,GF-ING-00014,"Rice, parboiled, milled (Oryza sativa )",20.0,g,A014,Rice,20,g
GF-REC-00437,GF-ING-00049,"Soya bean, white (Glycine max)",30.0,g,B025,Soyabean,30,g
GF-REC-00437,GF-ING-00256,"Chillies, green - all varieties (Capsicum annum)",3.33,g,G008,Green chilli,1,
GF-REC-00437,,"Bread, white, average",1.0,tsp,UK-11-1145,Bread crumbs,1,tsp
GF-REC-00437,,Chilli powder,0.125,tsp,UK-13-873,Red chilli powder,.125,tsp
GF-REC-00437,,"Oil, sunflower",2.0,C,UK-17-045,Fat,for frying,
GF-REC-00437,,Salt,0.5,tsp,UK-17-367,Salt,.5,tsp
GF-REC-00437,,"SIVA'S, AMHUR POWDER (DRY MANGO POWDER)",0.125,tsp,US-400113,Amchur powder,.125,tsp
GF-REC-00438,GF-ING-00049,"Soya bean, white (Glycine max)",50.0,g,B025,Soyabean,50,g
GF-REC-00438,GF-ING-00082,Spinach (Spinacia oleracea),50.0,g,C033,Spinach,50,g
GF-REC-00438,GF-ING-00235,"Potato, brown skin, big (Solanum tuberosum)",50.0,g,F006,Potatoes,50,g
GF-REC-00438,,"Bread, white, average",30.0,g,UK-11-1145,Bread slice,1,
GF-REC-00438,,Chilli powder,0.25,tsp,UK-13-873,Red chilli powder,.25,tsp
GF-REC-00438,,"Oil, sunflower",2.0,C,UK-17-045,Fat,for frying,
GF-REC-00438,,Salt,0.5,tsp,UK-17-367,Salt,.5,tsp
GF-REC-00438,,"SIVA'S, AMHUR POWDER (DRY MANGO POWDER)",0.5,tsp,US-400113,Amchur powder,.5,tsp
GF-REC-00439,GF-ING-00018,"Wheat flour, refined (Triticum aestivum)",30.0,g,A018,Maida,30,g
GF-REC-00439,GF-ING-00049,"Soya bean, white (Glycine max)",30.0,g,B025,Soyabean,30,g
GF-REC-00439,,"Oil, sunflower",1.5,tsp,UK-17-045,Fat,1.5,tsp
GF-REC-00439,,"Oil, sunflower",2.0,C,UK-17-045,Fat,for frying,
GF-REC-00439,,Salt,0.5,tsp,UK-17-367,Salt,.5,tsp
GF-REC-00439,,AJWAIN SEED WHOLE ORGANIC SPICES,0.125,tsp,US-806341,Ajwain seeds,.125,tsp
GF-REC-00440,GF-ING-00293,Ground nut (Arachis hypogea),50.0,g,H012,Peanuts,50,g
GF-REC-00440,,"Oil, sunflower",2.0,tbsp,UK-17-045,Fat,for greasing,
GF-REC-00440,,"Sugar, white",50.0,g,UK-17-063,Sugar,50,g
GF-REC-00441,GF-ING-00018,"Wheat flour, refined (Triticum aestivum)",50.0,g,A018,Maida,50,g
GF-REC-00441,GF-ING-00082,Spinach (Spinacia oleracea),75.0,g,C033,Spinach,75,g
GF-REC-00441,GF-ING-00293,Ground nut (Arachis hypogea),15.0,g,H012,Peanuts,15,g
GF-REC-00441,,Chilli powder,0.25,tsp,UK-13-873,Red chilli powder,.25,tsp
GF-REC-00441,,"Oil, sunflower",2.0,C,UK-17-045,Fat,for frying,
GF-REC-00441,,"Oil, sunflower",10.0,g,UK-17-045,Fat,10,g
GF-REC-00441,,Salt,0.5,tsp,UK-17-367,Salt,.5,tsp
GF-REC-00441,,"SIVA'S, AMHUR POWDER (DRY MANGO POWDER)",0.25,tsp,US-400113,Amchur powder,.25,tsp
GF-REC-00441,,AJWAIN SEED WHOLE ORGANIC SPICES,0.125,tsp,US-806341,Ajwain seeds,.125,tsp
GF-REC-00442,GF-ING-00022,"Wheat, semolina (Triticum aestivum)",40.0,g,A022,Suji,40,g
GF-REC-00442,GF-ING-00082,Spinach (Spinacia oleracea),50.0,g,C033,Spinach,50,g
GF-REC-00442,,"Flour, gram",30.0,g,UK-11-896,Besan,30,g
GF-REC-00442,,Chilli powder,0.25,tsp,UK-13-873,Red chilli powder,.25,tsp
GF-REC-00442,,"Oil, sunflower",2.0,C,UK-17-045,Fat,for frying,
GF-REC-00442,,Salt,0.5,tsp,UK-17-367,Salt,.5,tsp
GF-REC-00442,,"SIVA'S, AMHUR POWDER (DRY MANGO POWDER)",0.25,tsp,US-400113,Amchur powder,.25,tsp
GF-REC-00443,GF-ING-00014,"Rice, parboiled, milled (Oryza sativa )",50.0,g,A014,Rice,50,g
GF-REC-00443,GF-ING-00034,"Green gram, dal (Vigna radiata)",50.0,g,B010,Split moong dal,50,g
GF-REC-00443,,Chilli powder,0.5,tsp,UK-13-873,Red chilli powder,.5,tsp
GF-REC-00443,,"Oil, sunflower",2.0,C,UK-17-045,Fat,for frying,
GF-REC-00443,,Salt,1.0,tsp,UK-17-367,Salt,0.75 to 1,tsp
GF-REC-00444,GF-ING-00014,"Rice, parboiled, milled (Oryza sativa )",50.0,g,A014,Rice,50,g
GF-REC-00444,GF-ING-00025,"Bengal gram, dal (Cicer arietinum)",20.0,g,B001,Channa dal,20,g
GF-REC-00444,GF-ING-00303,"Jaggery, cane (Saccharum officinarum)",50.0,g,I001,Jaggery,50,g
GF-REC-00444,,"Water, distilled",100.0,ml,UK-17-377,Water,100,g
GF-REC-00445,GF-ING-00019,"Wheat flour, atta (Triticum aestivum)",50.0,g,A019,Wheat flour,50,g
GF-REC-00445,GF-ING-00292,"Gingelly seeds, white (Sesamum indicum)",10.0,g,H011,Til,10,g
GF-REC-00445,GF-ING-00303,"Jaggery, cane (Saccharum officinarum)",50.0,g,I001,Jaggery,50,g
GF-REC-00445,,"Flour, gram",20.0,g,UK-11-896,Besan,20,g
GF-REC-00445,,"Oil, sunflower",2.0,C,UK-17-045,Fat,for frying,
GF-REC-00446,GF-ING-00019,"Wheat flour, atta (Triticum aestivum)",30.0,g,A019,Wheat flour,30,g
GF-REC-00446,GF-ING-00034,"Green gram, dal (Vigna radiata)",20.0,g,B010,Moong dal washed,20,g
GF-REC-00446,GF-ING-00293,Ground nut (Arachis hypogea),10.0,g,H012,Peanuts,10,g
GF-REC-00446,,"Sugar, white",30.0,g,UK-17-063,Sugar,30,g
GF-REC-00446,,"Ghee, butter",15.0,g,UK-17-640,Fat,15,g
GF-REC-00447,GF-ING-00082,Spinach (Spinacia oleracea),100.0,g,C033,Spinach,100,g
GF-REC-00447,GF-ING-00268,"Cardamom, green (Elettaria cardamomum)",0.25,tsp,G020,Green cardamon,1,
GF-REC-00447,GF-ING-00287,"Coconut, kernal, dry (Cocos nucifera)",10.0,g,H006,Dessicated coconut,10,g
GF-REC-00447,GF-ING-00312,"Milk, whole, Cow",200.0,ml,L002,Milk,200,ml
GF-REC-00447,,"Sugar, white",30.0,g,UK-17-063,Sugar,30,g
GF-REC-00447,,"Ghee, butter",2.0,tsp,UK-17-640,Fat,2,tsp
GF-REC-00448,GF-ING-00019,"Wheat flour, atta (Triticum aestivum)",100.0,g,A019,Wheat flour,100,g
GF-REC-00448,GF-ING-00025,"Bengal gram, dal (Cicer arietinum)",40.0,g,B001,Channa dal,40,g
GF-REC-00448,GF-ING-00303,"Jaggery, cane (Saccharum officinarum)",60.0,g,I001,Jaggery,60,g
GF-REC-00448,,"Ghee, butter",1.0,tbsp,UK-17-640,Fat,1,tbsp
GF-REC-00449,GF-ING-00231,"Carrot, orange (Daucus carota)",50.0,g,F002,Carrot,50,g
GF-REC-00449,GF-ING-00265,"Onion, big (Allium cepa)",50.0,g,G017,Onion,50,g
GF-REC-00449,GF-ING-00273,Cumin seeds (Cuminum cyminum),0.5,tsp,G025,Cumin seeds,.5,tsp
GF-REC-00449,,"Beansprouts, mung, boiled in unsalted water",50.0,g,UK-13-580,Sprouted moong,50,g
GF-REC-00449,,"Oil, sunflower",1.0,tbsp,UK-17-045,Fat,1,tbsp
GF-REC-00449,,Salt,0.75,tsp,UK-17-367,Salt,.75,tsp
GF-REC-00449,,"Water, distilled",100.0,ml,UK-17-377,Water,100,g
GF-REC-00449,,CRACKED WHEAT,50.0,g,US-473921,Broken wheat,50,g
GF-REC-00450,GF-ING-00011,Rice flakes (Oryza sativa ),50.0,g,A011,Rice flakes,50,g
GF-REC-00450,GF-ING-00235,"Potato, brown skin, big (Solanum tuberosum)",30.0,g,F006,Potatoes,30,g
GF-REC-00450,GF-ING-00256,"Chillies, green - all varieties (Capsicum annum)",3.33,g,G008,Green chilli,1,
GF-REC-00450,GF-ING-00257,Coriander leaves (Coriandrum sativum),1.0,sprig,G009,Coriander leaves,a few,
GF-REC-00450,GF-ING-00258,Curry leaves (Murraya koenigii),1.0,sprig,G010,Curry leaves,a few,
GF-REC-00450,GF-ING-00265,"Onion, big (Allium cepa)",30.0,g,G017,Onion,30,g
GF-REC-00450,GF-ING-00281,Turmeric powder (Curcuma domestica),0.25,tsp,G033,Haldi,.25,tsp
GF-REC-00450,GF-ING-00293,Ground nut (Arachis hypogea),20.0,g,H012,Peanuts,20,g
GF-REC-00450,GF-ING-00294,Mustard seeds (Brassica nigra),0.25,tsp,H013,Mustard seeds,.25,tsp
GF-REC-00450,,"Beansprouts, mung, boiled in unsalted water",30.0,g,UK-13-580,Sprouted moong,30,g
GF-REC-00450,,Chilli powder,0.25,tsp,UK-13-873,Red chilli powder,.25,tsp
GF-REC-00450,,"Lemons, flesh only, raw, weighed with peel and pips",17.5,g,UK-14-130,Lemon juice,.5,lemon
GF-REC-00450,,"Oil, sunflower",1.0,tsp,UK-17-045,Oil,1,tsp
GF-REC-00450,,Salt,0.5,tsp,UK-17-367,Salt,.5,tsp
GF-REC-00451,GF-ING-00003,Bajra (Pennisetum typhoideum),50.0,g,A003,Bajra,50,g
GF-REC-00451,GF-ING-00034,"Green gram, dal (Vigna radiata)",20.0,g,B010,Washed moong dal,20,g
GF-REC-00451,GF-ING-00292,"Gingelly seeds, white (Sesamum indicum)",10.0,g,H011,Til,10,g
GF-REC-00451,GF-ING-00293,Ground nut (Arachis hypogea),20.0,g,H012,Peanuts,20,g
GF-REC-00451,GF-ING-00303,"Jaggery, cane (Saccharum officinarum)",60.0,g,I001,Jaggery,60,g
GF-REC-00451,,"Water, distilled",2.0,tbsp,UK-17-377,Water,2,tbsp
GF-REC-00452,GF-ING-00019,"Wheat flour, atta (Triticum aestivum)",25.0,g,A019,Wheat flour,25,g
GF-REC-00452,GF-ING-00293,Ground nut (Arachis hypogea),10.0,g,H012,Peanuts,10,g
GF-REC-00452,,"Flour, gram",25.0,g,UK-11-896,Besan,25,g
GF-REC-00452,,"Sugar, icing",50.0,g,UK-17-062,Castor sugar,50,g
GF-REC-00452,,"Ghee, butter",30.0,g,UK-17-640,Ghee,30,g
GF-REC-00453,GF-ING-00019,"Wheat flour, atta (Triticum aestivum)",30.0,g,A019,Wheat flour,30,g
GF-REC-00453,GF-ING-00082,Spinach (Spinacia oleracea),50.0,g,C033,Spinach,50,g
GF-REC-00453,GF-ING-00256,"Chillies, green - all varieties (Capsicum annum)",3.33,g,G008,Green chilli,1,
GF-REC-00453,GF-ING-00265,"Onion, big (Allium cepa)",25.0,g,G017,Onion,25,g
GF-REC-00453,,"Flour, gram",20.0,g,UK-11-896,Besan,20,g
GF-REC-00453,,Salt,0.25,tsp,UK-17-367,Salt,.25,tsp
GF-REC-00454,GF-ING-00022,"Wheat, semolina (Triticum aestivum)",50.0,g,A022,Suji,50,g
GF-REC-00454,GF-ING-00231,"Carrot, orange (Daucus carota)",50.0,g,F002,Carrot,50,g
GF-REC-00454,,"Yogurt, whole milk, plain",70.0,g,UK-12-184,Curds,70,g
GF-REC-00454,,"Oil, sunflower",2.0,C,UK-17-045,Fat,for frying,
GF-REC-00454,,Salt,0.5,tsp,UK-17-367,Salt,.5,tsp
GF-REC-00455,GF-ING-00256,"Chillies, green - all varieties (Capsicum annum)",3.33,g,G008,Green chilli,1,
GF-REC-00455,GF-ING-00257,Coriander leaves (Coriandrum sativum),1.0,sprig,G009,Coriander leaves,a few,
GF-REC-00455,GF-ING-00262,"Ginger, fresh (Zingiber officinale)",6.33,g,G014,Ginger,a small piece,
GF-REC-00455,GF-ING-00294,Mustard seeds (Brassica nigra),0.25,tsp,H013,Mustard seeds,.25,tsp
GF-REC-00455,,"Flour, gram",150.0,g,UK-11-896,Besan,150,g
GF-REC-00455,,"Yogurt, whole milk, plain",150.0,g,UK-12-184,Curds,150,g
GF-REC-00455,,"Oil, sunflower",1.0,tsp,UK-17-045,Oil,1,tsp
GF-REC-00455,,Bicarbonate of soda,0.5,tsp,UK-17-356,Soda,.5,tsp
GF-REC-00455,,Salt,0.5,tsp,UK-17-367,Salt,.5,tsp
GF-REC-00456,GF-ING-00012,Rice puffed (Oryza sativa ),70.0,g,A012,Murmura,70,g
GF-REC-00456,,ROASTED CHICKPEAS,30.0,g,US-585551,Roasted channa,30,g
GF-REC-00457,GF-ING-00034,"Green gram, dal (Vigna radiata)",20.0,g,B010,Moong dal washed,20,g
GF-REC-00457,GF-ING-00293,Ground nut (Arachis hypogea),10.0,g,H012,Peanuts,10,g
GF-REC-00457,,CRACKED WHEAT,70.0,g,US-473921,Dalia,70,g
GF-REC-00458,GF-ING-00011,Rice flakes (Oryza sativa ),70.0,g,A011,Rice flakes,70,g
GF-REC-00458,,ROASTED CHICKPEAS,30.0,g,US-585551,Roasted channa,30,g
GF-REC-00459,GF-ING-00082,Spinach (Spinacia oleracea),50.0,g,C033,Spinach,50,g
GF-REC-00459,GF-ING-00312,"Milk, whole, Cow",100.0,ml,L002,Milk,100,ml
GF-REC-00460,GF-ING-00144,"Peas, fresh (Pisum sativum)",25.0,g,D061,Peas,25,g
GF-REC-00460,GF-ING-00158,"Tomato, ripe, hybrid (Solanum lycopersicum)",50.0,g,D075,Tomato,50,g
GF-REC-00460,GF-ING-00231,"Carrot, orange (Daucus carota)",25.0,g,F002,Carrot,25,g
GF-REC-00460,GF-ING-00235,"Potato, brown skin, big (Solanum tuberosum)",25.0,g,F006,Potatoes,25,g
GF-REC-00460,,Salt,0.25,tsp,UK-17-367,Salt,1,pinch
GF-REC-00460,,"Butter, unsalted",0.5,tsp,UK-17-661,Butter,.5,tsp
GF-REC-00461,GF-ING-00170,"Banana, ripe, montham (Musa x paradisiaca)",50.0,g,E009,Banana,50,g
GF-REC-00461,GF-ING-00312,"Milk, whole, Cow",100.0,ml,L002,Milk,100,ml
GF-REC-00461,,"Sugar, white",5.0,g,UK-17-063,Sugar,5,g
GF-REC-00462,GF-ING-00011,Rice flakes (Oryza sativa ),20.0,g,A011,Rice flakes,20,g
GF-REC-00462,GF-ING-00281,Turmeric powder (Curcuma domestica),0.25,tsp,G033,Haldi,1,pinch
GF-REC-00462,,"Yogurt, whole milk, plain",50.0,g,UK-12-184,Curds,50,g
GF-REC-00462,,Salt,0.25,tsp,UK-17-367,Salt,1,pinch
GF-REC-00462,,"Butter, unsalted",0.5,tsp,UK-17-661,Butter,.5,tsp
GF-REC-00463,GF-ING-00235,"Potato, brown skin, big (Solanum tuberosum)",75.0,g,F006,Potatoes,75,g
GF-REC-00463,,"Yogurt, whole milk, plain",50.0,g,UK-12-184,Curds,50,g
GF-REC-00463,,Salt,0.25,tsp,UK-17-367,Salt,1,pinch
GF-REC-00464,GF-ING-00037,Lentil dal (Lens culinaris),10.0,g,B013,Lentil (washed),10,g
GF-REC-00464,GF-ING-00082,Spinach (Spinacia oleracea),30.0,g,C033,Spinach,30,g
GF-REC-00464,GF-ING-00303,"Jaggery, cane (Saccharum officinarum)",20.0,g,I001,Jaggery,20,g
GF-REC-00464,GF-ING-00312,"Milk, whole, Cow",100.0,ml,L002,Milk,100,ml
GF-REC-00464,,CRACKED WHEAT,20.0,g,US-473921,Dalia,20,g
GF-REC-00465,GF-ING-00014,"Rice, parboiled, milled (Oryza sativa )",20.0,g,A014,Rice,20,g
GF-REC-00465,GF-ING-00034,"Green gram, dal (Vigna radiata)",10.0,g,B010,Washed moong dal,10,g
GF-REC-00465,GF-ING-00082,Spinach (Spinacia oleracea),25.0,g,C033,Spinach,25,g
GF-REC-00465,GF-ING-00231,"Carrot, orange (Daucus carota)",25.0,g,F002,Carrot,25,g
GF-REC-00465,,"Yogurt, whole milk, plain",50.0,g,UK-12-184,Curds,50,g
GF-REC-00465,,Salt,0.25,tsp,UK-17-367,Salt,to taste,
GF-REC-00465,,"Butter, unsalted",5.0,g,UK-17-661,Butter,5,g
GF-REC-00466,GF-ING-00034,"Green gram, dal (Vigna radiata)",10.0,g,B010,Washed moong dal,10,g
GF-REC-00466,GF-ING-00082,Spinach (Spinacia oleracea),20.0,g,C033,Spinach,20,g
GF-REC-00466,GF-ING-00194,"Lemon, juice (Citrus limon)",0.5,tsp,E033,Lemon juice,few drops,
GF-REC-00466,GF-ING-00235,"Potato, brown skin, big (Solanum tuberosum)",20.0,g,F006,Potatoes,20,g
GF-REC-00466,,"Yogurt, whole milk, plain",20.0,g,UK-12-184,Curds,20,g
GF-REC-00466,,"Sugar, white",20.0,g,UK-17-063,Castor sugar,20,g
GF-REC-00467,GF-ING-00037,Lentil dal (Lens culinaris),10.0,g,B013,Lentil,10,g
GF-REC-00467,GF-ING-00082,Spinach (Spinacia oleracea),25.0,g,C033,Spinach,25,g
GF-REC-00467,,"Yogurt, whole milk, plain",50.0,g,UK-12-184,Curds,50,g
GF-REC-00467,,Salt,0.25,tsp,UK-17-367,Salt,a,pinch
GF-REC-00467,,"Butter, unsalted",5.0,g,UK-17-661,Butter,5,g
GF-REC-00467,,CRACKED WHEAT,20.0,g,US-473921,Dalia,20,g
GF-REC-00468,GF-ING-00162,"Apple, big (Malus domestica)",100.0,g,E001,Apple,100,g
GF-REC-00468,,"Sugar, white",25.0,g,UK-17-063,Sugar,25,g
GF-REC-00468,,"Water, distilled",50.0,ml,UK-17-377,Water,50,ml
GF-REC-00469,,"Lemons, flesh only, raw, weighed with peel and pips",1000.0,g,UK-14-130,Lemon,1,kg
GF-REC-00469,,"Sugar, white",1500.0,g,UK-17-063,Sugar,1.5,kg
GF-REC-00469,,Salt,0.5,tsp,UK-17-367,KMS,.5,tsp
GF-REC-00469,,"Water, distilled",750.0,g,UK-17-377,Water,.75,kg
GF-REC-00470,,Citric Acid,25.0,g,,Citric acid,25,g
GF-REC-00470,,Orange essence,1.0,tsp,,Essence,1,tsp
GF-REC-00470,,Yellow color,1.0,tbsp,,Color,1,tbsp
GF-REC-00470,GF-ING-00208,"Orange, pulp (Citrus aurantium)",1000.0,g,E047,Orange,1,kg
GF-REC-00470,,"Sugar, white",1500.0,g,UK-17-063,Sugar,1.5,kg
GF-REC-00470,,Salt,0.5,tsp,UK-17-367,KMS,.5,tsp
GF-REC-00470,,"Water, distilled",750.0,g,UK-17-377,Water,.75,kg
GF-REC-00471,,Citric Acid,25.0,g,,Citric acid,25,g
GF-REC-00471,GF-ING-00196,Litchi (Nephelium litchi),1000.0,g,E035,Lichi,1,kg
GF-REC-00471,,"Sugar, white",1500.0,g,UK-17-063,Sugar,1.5,kg
GF-REC-00471,,Salt,0.5,tsp,UK-17-367,KMS,.5,tsp
GF-REC-00471,,"Water, distilled",750.0,g,UK-17-377,Water,.75,kg
GF-REC-00472,,Citric Acid,30.0,g,,Citric acid,30,g
GF-REC-00472,GF-ING-00197,"Mango, ripe, banganapalli (Mangifera indica)",1000.0,g,E036,Mango,1,kg
GF-REC-00472,,"Sugar, white",1500.0,g,UK-17-063,Sugar,1.5,kg
GF-REC-00472,,Salt,0.5,tsp,UK-17-367,KMS,.5,tsp
GF-REC-00472,,"Water, distilled",750.0,g,UK-17-377,Water,.75,kg
GF-REC-00473,,Citric Acid,25.0,g,,Citric acid,25,g
GF-REC-00473,,Pineapple essence,1.0,tsp,,Essence,1,tsp
GF-REC-00473,,Yellow color,0.5,tbsp,,Color,.5,tbsp
GF-REC-00473,GF-ING-00214,Pineapple (Ananas comosus),1000.0,g,E053,Pineapple,1,kg
GF-REC-00473,,"Sugar, white",1500.0,g,UK-17-063,Sugar,1.5,kg
GF-REC-00473,,Salt,0.5,tsp,UK-17-367,KMS,.5,tsp
GF-REC-00473,,"Water, distilled",750.0,g,UK-17-377,Water,.75,kg
GF-REC-00474,GF-ING-00262,"Ginger, fresh (Zingiber officinale)",1000.0,g,G014,Ginger,1,kg
GF-REC-00474,,"Lemons, flesh only, raw, weighed with peel and pips",1000.0,g,UK-14-130,Lemon,1,kg
GF-REC-00474,,"Sugar, white",2000.0,g,UK-17-063,Sugar,2,kg
GF-REC-00474,,Salt,0.75,tsp,UK-17-367,KMS,.75,tsp
GF-REC-00474,,"Water, distilled",1000.0,g,UK-17-377,Water,1,kg
GF-REC-00475,,Citric Acid,5.0,g,,Citric acid,5,g
GF-REC-00475,GF-ING-00162,"Apple, big (Malus domestica)",1250.0,g,E001,Apple,1.25,kg
GF-REC-00475,,"Sugar, white",1000.0,g,UK-17-063,Sugar,1,kg
GF-REC-00475,,"Water, distilled",250.0,ml,UK-17-377,Water,250,ml
GF-REC-00476,GF-ING-00215,Plum (Prunus domestica),1250.0,g,E054,Plums,1.25,kg
GF-REC-00476,,"Sugar, white",1000.0,g,UK-17-063,Sugar,1,kg
GF-REC-00476,,"Water, distilled",350.0,ml,UK-17-377,Water,300 to 400,ml
GF-REC-00477,,Citric Acid,5.0,g,,Citric acid,5,g
GF-REC-00477,GF-ING-00162,"Apple, big (Malus domestica)",250.0,g,E001,Apples,250,g
GF-REC-00477,GF-ING-00214,Pineapple (Ananas comosus),1500.0,g,E053,Pineapple,1.5,kg
GF-REC-00477,,"Sugar, white",800.0,g,UK-17-063,Sugar,800,g
GF-REC-00477,,"Water, distilled",100.0,ml,UK-17-377,Water,100,ml
GF-REC-00478,,Citric Acid,0.5,tsp,,Citric acid,.5,tsp
GF-REC-00478,GF-ING-00189,"Guava, white flesh (Psidium guajava)",500.0,g,E028,Guava,500,g
GF-REC-00478,,"Sugar, white",150.0,g,UK-17-063,Sugar,According to pectin content,
GF-REC-00479,,Citric Acid,0.5,tsp,,Citric acid,.5,tsp
GF-REC-00479,GF-ING-00189,"Guava, white flesh (Psidium guajava)",100.0,g,E028,Guava,100,g
GF-REC-00479,GF-ING-00208,"Orange, pulp (Citrus aurantium)",42.5,g,E047,Orange peel,.5,orange
GF-REC-00479,GF-ING-00208,"Orange, pulp (Citrus aurantium)",500.0,g,E047,Oranges,500,g
GF-REC-00479,,"Sugar, white",150.0,g,UK-17-063,Sugar,According to pectin content,
GF-REC-00480,,Citric Acid,4.0,g,,Citric acid,4,g
GF-REC-00480,GF-ING-00231,"Carrot, orange (Daucus carota)",1000.0,g,F002,Carrot,1,kg
GF-REC-00480,,"Sugar, white",1250.0,g,UK-17-063,Sugar,1.25,kg
GF-REC-00480,,"Water, distilled",750.0,ml,UK-17-377,Water,750,ml
GF-REC-00481,,Alum Solution (2%),1000.0,ml,,Alum solution (2%),1,L
GF-REC-00481,,Amla,1000.0,g,UK-14-001,Amla,1,kg
GF-REC-00481,,"Sugar, white",1000.0,g,UK-17-063,Sugar,1,kg
GF-REC-00481,,Salt,20.0,g,UK-17-367,Salt,20,g
GF-REC-00481,,"Water, distilled",1000.0,ml,UK-17-377,Water for brine,1,L
GF-REC-00481,,"Water, distilled",650.0,ml,UK-17-377,Water for syrup,650,ml
GF-REC-00482,,Citric Acid,4.0,g,,Citric acid,4,g
GF-REC-00482,GF-ING-00262,"Ginger, fresh (Zingiber officinale)",1000.0,g,G014,Ginger,1,kg
GF-REC-00482,,"Sugar, white",1450.0,g,UK-17-063,Sugar,1.45,kg
GF-REC-00482,,"Water, distilled",750.0,ml,UK-17-377,Water,750,g
GF-REC-00483,GF-ING-00140,"Mango, green, raw (Mangifera indica)",1000.0,g,D057,Raw mangoes,1,kg
GF-REC-00483,GF-ING-00274,Fenugreek seeds (Trigonella foenum graecum),25.0,g,G026,Fenugreek seeds,25,g
GF-REC-00483,GF-ING-00281,Turmeric powder (Curcuma domestica),12.5,g,G033,Haldi,10 to 15,g
GF-REC-00483,,Fennel seeds,25.0,g,UK-13-827,Aniseeds,25,g
GF-REC-00483,,Chilli powder,27.5,g,UK-13-873,Red chilli powder,25 to 30 ,g
GF-REC-00483,,Salt,125.0,g,UK-17-367,Salt,125,g
GF-REC-00483,,"Oil, mustard",250.0,g,US-172337,Mustard oil,250,g
GF-REC-00483,,"SWEET SUNNAH, WHOLE BLACK SEEDS NIGELLA SATIVA",10.0,g,US-468991,Kalonji,10,g
GF-REC-00484,GF-ING-00140,"Mango, green, raw (Mangifera indica)",166.67,g,D057,Raw mangoes,166.67,g
GF-REC-00484,GF-ING-00191,"Jack fruit, ripe (Artocarpus heterophyllus)",166.67,g,E030,Jackfruit,166.67,g
GF-REC-00484,GF-ING-00234,Lotus root (Nelumbium nelumbo),166.67,g,F005,Lotus stem,166.67,g
GF-REC-00484,GF-ING-00256,"Chillies, green - all varieties (Capsicum annum)",166.67,g,G008,Green chilli,166.67,g
GF-REC-00484,GF-ING-00260,"Garlic, small clove (Allium sativum)",10.0,g,G012,Garlic,10,g
GF-REC-00484,GF-ING-00262,"Ginger, fresh (Zingiber officinale)",30.0,g,G014,Ginger,30,g
