food_id,source_id,source_record_id,source_name,food_group,region_code,scientific_name,source_tags
GF-ING-00426,SRC-IFCT2017,P015,Gobro,Marine Fish,2,Epinephelus diacanthus,fishetarian nonveg
GF-ING-00427,SRC-IFCT2017,P016,Guitar fish,Marine Fish,1,Rhinobatus prahli,fishetarian nonveg
GF-ING-00428,SRC-IFCT2017,P017,Hilsa,Marine Fish,2,Tenualosa ilisha,fishetarian nonveg
GF-ING-00429,SRC-IFCT2017,P018,Jallal,Marine Fish,1,Arius sp.,fishetarian nonveg
GF-ING-00430,SRC-IFCT2017,P019,Jathi vela meen,Marine Fish,2,Lethrinus lentjan,fishetarian nonveg
GF-ING-00431,SRC-IFCT2017,P020,Kadal bral,Marine Fish,1,Synodus indicus,fishetarian nonveg
GF-ING-00432,SRC-IFCT2017,P021,Kadali,Marine Fish,1,Nemipterus mesoprion,fishetarian nonveg
GF-ING-00433,SRC-IFCT2017,P022,Kalamaara,Marine Fish,2,Leptomelanosoma indicum,fishetarian nonveg
GF-ING-00434,SRC-IFCT2017,P023,Kalava,Marine Fish,1,Epinephelus coioides,fishetarian nonveg
GF-ING-00435,SRC-IFCT2017,P024,Kanamayya,Marine Fish,2,Lutjanus rivulatus,fishetarian nonveg
GF-ING-00436,SRC-IFCT2017,P025,Kannadi paarai,Marine Fish,3,Alectis indicus,fishetarian nonveg
GF-ING-00437,SRC-IFCT2017,P026,Karimeen,Marine Fish,1,Etroplus suratensis,fishetarian nonveg
GF-ING-00438,SRC-IFCT2017,P027,Karnagawala,Marine Fish,1,Anchoa hepsetus,fishetarian nonveg
GF-ING-00439,SRC-IFCT2017,P028,Kayrai,Marine Fish,2,Thunnus albacares,fishetarian nonveg
GF-ING-00440,SRC-IFCT2017,P029,Kiriyan,Marine Fish,1,Atule mate,fishetarian nonveg
GF-ING-00441,SRC-IFCT2017,P030,Kite fish,Marine Fish,1,Mobula kuhlii,fishetarian nonveg
GF-ING-00442,SRC-IFCT2017,P031,Korka,Marine Fish,1,Terapon jarbua,fishetarian nonveg
GF-ING-00443,SRC-IFCT2017,P032,Kulam paarai,Marine Fish,1,Carangoides fulvoguttatus,fishetarian nonveg
GF-ING-00444,SRC-IFCT2017,P033,Maagaa,Marine Fish,1,Polynemus plebeius,fishetarian nonveg
GF-ING-00445,SRC-IFCT2017,P034,Mackerel,Marine Fish,3,Rastrelliger kanagurta,fishetarian nonveg
GF-ING-00446,SRC-IFCT2017,P035,Manda clathi,Marine Fish,1,Naso reticulatus,fishetarian nonveg
GF-ING-00447,SRC-IFCT2017,P036,Matha,Marine Fish,2,Acanthurus mata,fishetarian nonveg
GF-ING-00448,SRC-IFCT2017,P037,Milk fish,Marine Fish,1,Chanos chanos,fishetarian nonveg
GF-ING-00449,SRC-IFCT2017,P038,Moon fish,Marine Fish,1,Mene maculata,fishetarian nonveg
GF-ING-00450,SRC-IFCT2017,P039,Mullet,Marine Fish,3,Mugil cephalus,fishetarian nonveg
GF-ING-00451,SRC-IFCT2017,P040,Mural,Marine Fish,1,Tylosurus crocodilus crocodilus,fishetarian nonveg
GF-ING-00452,SRC-IFCT2017,P041,Myil meen,Marine Fish,2,Istiophorus platypterus,fishetarian nonveg
GF-ING-00453,SRC-IFCT2017,P042,Nalla bontha,Marine Fish,1,Epinephelus sp,fishetarian nonveg
GF-ING-00454,SRC-IFCT2017,P043,Narba,Marine Fish,2,Caranx sexfasciatus,fishetarian nonveg
GF-ING-00455,SRC-IFCT2017,P044,Paarai,Marine Fish,1,Caranx heberi,fishetarian nonveg
GF-ING-00456,SRC-IFCT2017,P045,Padayappa,Marine Fish,1,Canthidermis maculata,fishetarian nonveg
GF-ING-00457,SRC-IFCT2017,P046,Pali kora,Marine Fish,1,Panna microdon,fishetarian nonveg
GF-ING-00458,SRC-IFCT2017,P047,Pambada,Marine Fish,2,Lepturacanthus savala,fishetarian nonveg
GF-ING-00459,SRC-IFCT2017,P048,Pandukopa,Marine Fish,1,Pseudosciaena manchurica,fishetarian nonveg
GF-ING-00460,SRC-IFCT2017,P049,Parava,Marine Fish,1,Lactarius lactarius,fishetarian nonveg
GF-ING-00461,SRC-IFCT2017,P050,Parcus,Marine Fish,1,Psettodes erumei,fishetarian nonveg
GF-ING-00462,SRC-IFCT2017,P051,Parrot fish,Marine Fish,1,Scarus ghobban,fishetarian nonveg
GF-ING-00463,SRC-IFCT2017,P052,Perinkilichai,Marine Fish,1,Pinjalo pinjalo,fishetarian nonveg
GF-ING-00464,SRC-IFCT2017,P053,Phopat,Marine Fish,4,Coryphaena hippurus,fishetarian nonveg
GF-ING-00465,SRC-IFCT2017,P054,Piranha,Marine Fish,1,Pygopristis sp.,fishetarian nonveg
GF-ING-00466,SRC-IFCT2017,P055,"Pomfret, black",Marine Fish,2,Parastromateus niger,fishetarian nonveg
GF-ING-00467,SRC-IFCT2017,P056,"Pomfret, snub nose",Marine Fish,2,Trachinotus blochii,fishetarian nonveg
GF-ING-00468,SRC-IFCT2017,P057,"Pomfret, white",Marine Fish,2,Pampus argenteus,fishetarian nonveg
GF-ING-00469,SRC-IFCT2017,P058,Pranel,Marine Fish,1,Gerres sp.,fishetarian nonveg
GF-ING-00470,SRC-IFCT2017,P059,Pulli paarai,Marine Fish,1,Gnathanodon speciosus,fishetarian nonveg
GF-ING-00471,SRC-IFCT2017,P060,Queen fish,Marine Fish,3,Scomberoides commersonianus,fishetarian nonveg
GF-ING-00472,SRC-IFCT2017,P061,Raai fish,Marine Fish,2,Lobotes surinamensis,fishetarian nonveg
GF-ING-00473,SRC-IFCT2017,P062,Raai vanthu,Marine Fish,1,Epinephelus chlorostigma,fishetarian nonveg
GF-ING-00474,SRC-IFCT2017,P063,Rani,Marine Fish,1,Pink perch,fishetarian nonveg
GF-ING-00475,SRC-IFCT2017,P064,"Ray fish, bow head, spotted",Marine Fish,1,Rhina ancylostoma,fishetarian nonveg
GF-ING-00476,SRC-IFCT2017,P065,Red snapper,Marine Fish,1,Lutjanus argentimaculatus,fishetarian nonveg
GF-ING-00477,SRC-IFCT2017,P066,"Red snapper, small",Marine Fish,1,Priacanthus hamrur,fishetarian nonveg
GF-ING-00478,SRC-IFCT2017,P067,Sadaya,Marine Fish,1,Platax orbicularis,fishetarian nonveg
GF-ING-00479,SRC-IFCT2017,P068,Salmon,Marine Fish,1,Salmo salar,fishetarian nonveg
GF-ING-00480,SRC-IFCT2017,P069,Sangada,Marine Fish,1,Nemipterus japonicus,fishetarian nonveg
GF-ING-00481,SRC-IFCT2017,P070,Sankata parai,Marine Fish,1,Caranx ignobilis,fishetarian nonveg
GF-ING-00482,SRC-IFCT2017,P071,Sardine,Marine Fish,1,Sardinella longiceps,fishetarian nonveg
GF-ING-00483,SRC-IFCT2017,P072,Shark,Marine Fish,2,Carcharhinus sorrah,fishetarian nonveg
GF-ING-00484,SRC-IFCT2017,P073,"Shark, hammer head",Marine Fish,1,Sphyrna mokarran,fishetarian nonveg
GF-ING-00485,SRC-IFCT2017,P074,"Shark, spotted",Marine Fish,1,Stegostoma fasciatum,fishetarian nonveg
GF-ING-00486,SRC-IFCT2017,P075,Shelavu,Marine Fish,4,Sphyraena jello,fishetarian nonveg
GF-ING-00487,SRC-IFCT2017,P076,Silan,Marine Fish,1,Silonia silondia,fishetarian nonveg
GF-ING-00488,SRC-IFCT2017,P077,Silk fish,Marine Fish,1,Beryx sp.,fishetarian nonveg
GF-ING-00489,SRC-IFCT2017,P078,Silver carp,Marine Fish,1,Hypophthalmichthys molitrix,fishetarian nonveg
GF-ING-00490,SRC-IFCT2017,P079,Sole fish,Marine Fish,1,Cynoglossus arel,fishetarian nonveg
GF-ING-00491,SRC-IFCT2017,P080,Stingray,Marine Fish,1,Dasyatis pastinaca,fishetarian nonveg
GF-ING-00492,SRC-IFCT2017,P081,Tarlava,Marine Fish,2,Drepane punctata,fishetarian nonveg
GF-ING-00493,SRC-IFCT2017,P082,Tholam,Marine Fish,2,Plectorhinchus schotaf,fishetarian nonveg
GF-ING-00494,SRC-IFCT2017,P083,Tilapia,Marine Fish,1,Oreochromis niloticus,fishetarian nonveg
GF-ING-00495,SRC-IFCT2017,P084,Tuna,Marine Fish,5,Euthynnus affinis,fishetarian nonveg
GF-ING-00496,SRC-IFCT2017,P085,"Tuna, striped",Marine Fish,1,Katsuwonus pelamis,fishetarian nonveg
GF-ING-00497,SRC-IFCT2017,P086,Valava,Marine Fish,1,Chirocentrus nudus,fishetarian nonveg
GF-ING-00498,SRC-IFCT2017,P087,Vanjaram,Marine Fish,2,Scomberomorus commerson,fishetarian nonveg
GF-ING-00499,SRC-IFCT2017,P088,Vela meen,Marine Fish,1,Aprion virescens,fishetarian nonveg
GF-ING-00500,SRC-IFCT2017,P089,Vora,Marine Fish,2,Siganus javus,fishetarian nonveg
GF-ING-00501,SRC-IFCT2017,P090,Whale shark,Marine Fish,1,Galeocerdo cuvier,fishetarian nonveg
GF-ING-00502,SRC-IFCT2017,P091,Xiphinis,Marine Fish,1,Xiphias gladius,fishetarian nonveg
GF-ING-00503,SRC-IFCT2017,P092,"Eggs, cat fish",Marine Fish,1,Ompok bimaculatus,fishetarian nonveg
GF-ING-00504,SRC-IFCT2017,Q001,Crab,Marine Shellfish,1,Menippe mercenaria,fishetarian nonveg
GF-ING-00505,SRC-IFCT2017,Q002,"Crab, sea",Marine Shellfish,1,Portunus sanguinolentus,fishetarian nonveg
GF-ING-00506,SRC-IFCT2017,Q003,"Lobster, brown",Marine Shellfish,1,Thenus orientalis,fishetarian nonveg
GF-ING-00507,SRC-IFCT2017,Q004,"Lobster, king size",Marine Shellfish,1,Thenus orientalis,fishetarian nonveg
GF-ING-00508,SRC-IFCT2017,Q005,Mud crab,Marine Shellfish,1,Scylla tranquebarica,fishetarian nonveg
GF-ING-00509,SRC-IFCT2017,Q006,Oyster,Marine Shellfish,1,Crassostrea sp.,fishetarian nonveg
GF-ING-00510,SRC-IFCT2017,Q007,"Tiger prawns, brown",Marine Shellfish,1,Solenocera crassicornis,fishetarian nonveg
GF-ING-00511,SRC-IFCT2017,Q008,"Tiger Prawns, orange",Marine Shellfish,1,Penaeus monodon,fishetarian nonveg
GF-ING-00512,SRC-IFCT2017,R001,"Clam, green shell",Marine Mollusks,1,Perna viridis,fishetarian nonveg
GF-ING-00513,SRC-IFCT2017,R002,"Clam, white shell, ribbed",Marine Mollusks,1,Meretrix meretrix,fishetarian nonveg
GF-ING-00514,SRC-IFCT2017,R003,Octopus,Marine Mollusks,1,Octopus vulgaris,fishetarian nonveg
GF-ING-00515,SRC-IFCT2017,R004,"Squid, black",Marine Mollusks,1,Loligo sp.,fishetarian nonveg
GF-ING-00516,SRC-IFCT2017,R005,"Squid, hard shell",Marine Mollusks,1,Sepia pharaonis,fishetarian nonveg
GF-ING-00517,SRC-IFCT2017,R006,"Squid, red",Marine Mollusks,2,Loligo duvauceli,fishetarian nonveg
GF-ING-00518,SRC-IFCT2017,R007,"Squid, white, small",Marine Mollusks,1,Uroteuthis duvauceli,fishetarian nonveg
GF-ING-00420,SRC-IFCT2017,S001,Cat fish,Fresh Water Fish and Shellfish,2,Tandanus tandanus,fishetarian nonveg
GF-ING-00519,SRC-IFCT2017,S002,Catla,Fresh Water Fish and Shellfish,6,Catla catla,fishetarian nonveg
GF-ING-00520,SRC-IFCT2017,S003,Fresh water Eel,Fresh Water Fish and Shellfish,1,Anguilla anguilla,fishetarian nonveg
GF-ING-00521,SRC-IFCT2017,S004,Gold fish,Fresh Water Fish and Shellfish,1,Carassius auratus,fishetarian nonveg
GF-ING-00522,SRC-IFCT2017,S005,Pangas,Fresh Water Fish and Shellfish,2,Pangasianodon hypophthalmus,fishetarian nonveg
GF-ING-00523,SRC-IFCT2017,S006,Rohu,Fresh Water Fish and Shellfish,6,Labeo rohita,fishetarian nonveg
GF-ING-00504,SRC-IFCT2017,S007,Crab,Fresh Water Fish and Shellfish,1,Pachygrapsus sp.,fishetarian nonveg
GF-ING-00524,SRC-IFCT2017,S008,"Prawns, big",Fresh Water Fish and Shellfish,3,Macrobrachium rosenbergii,fishetarian nonveg
GF-ING-00525,SRC-IFCT2017,S009,"Prawns, small",Fresh Water Fish and Shellfish,6,Macrobrachium sp.,fishetarian nonveg
GF-ING-00526,SRC-IFCT2017,S010,Tiger prawns,Fresh Water Fish and Shellfish,2,Macrobrachium sp.,fishetarian nonveg
GF-ING-00527,SRC-IFCT2017,T001,Coconut oil,Edible Oils and Fats,1,Cocos nucifera,vegetarian eggetarian fishetarian veg
GF-ING-00528,SRC-IFCT2017,T002,Corn oil,Edible Oils and Fats,1,Zea mays,vegetarian eggetarian fishetarian veg
GF-ING-00529,SRC-IFCT2017,T003,Cotton seed oil,Edible Oils and Fats,1,Gossypium spp.,vegetarian eggetarian fishetarian veg
GF-ING-00530,SRC-IFCT2017,T004,Gingelly oil,Edible Oils and Fats,6,Sesamum indicum,vegetarian eggetarian fishetarian veg
GF-ING-00531,SRC-IFCT2017,T005,Groundnut oil,Edible Oils and Fats,5,Arachis hypogaea,vegetarian eggetarian fishetarian veg
GF-ING-00532,SRC-IFCT2017,T006,Mustard oil,Edible Oils and Fats,6,Brassica spp.,vegetarian eggetarian fishetarian veg
GF-ING-00533,SRC-IFCT2017,T007,Palm oil,Edible Oils and Fats,4,Elaeis guineensis,vegetarian eggetarian fishetarian veg
GF-ING-00534,SRC-IFCT2017,T008,Rice bran oil,Edible Oils and Fats,5,Oryza sativa,vegetarian eggetarian fishetarian veg
GF-ING-00535,SRC-IFCT2017,T009,Safflower oil,Edible Oils and Fats,1,Carthamus tinctorius,vegetarian eggetarian fishetarian veg
GF-ING-00536,SRC-IFCT2017,T010,Safflower oil (blended),Edible Oils and Fats,4,,vegetarian eggetarian fishetarian veg
GF-ING-00537,SRC-IFCT2017,T011,Soyabean oil,Edible Oils and Fats,6,Glycine max,vegetarian eggetarian fishetarian veg
GF-ING-00538,SRC-IFCT2017,T012,Sunflower oil,Edible Oils and Fats,6,Helianthus annuus,vegetarian eggetarian fishetarian veg
GF-ING-00539,SRC-IFCT2017,T013,Ghee,Edible Oils and Fats,6,,vegetarian eggetarian fishetarian veg
GF-ING-00540,SRC-IFCT2017,T014,Vanaspati,Edible Oils and Fats,6,,vegetarian eggetarian fishetarian veg
GF-ING-00541,SRC-UKFCT,G509,"Agar, dried",,,,
GF-ING-00542,SRC-UKFCT,E507,Amla,,,,
GF-ING-00543,SRC-UKFCT,V500,"Apple juice, clear, ambient and chilled",,,,
GF-ING-00544,SRC-UKFCT,O500,"Bacon rashers, back, raw",,,,
GF-ING-00545,SRC-UKFCT,K500,Baking powder,,,,
GF-ING-00546,SRC-UKFCT,E503,"Bananas, raw, flesh only, weighed with skin",,,,
GF-ING-00547,SRC-UKFCT,G511,"Basil, dried, ground",,,,
GF-ING-00548,SRC-UKFCT,G512,"Bay leaf, dried",,,,
GF-ING-00549,SRC-UKFCT,D508,"Beans, broad, whole, raw",,,,
GF-ING-00550,SRC-UKFCT,B500,"Beans, chick peas, Kabuli, whole, dried, raw",,,,
GF-ING-00551,SRC-UKFCT,B501,"Beansprouts, mung, boiled in unsalted water",,,,
GF-ING-00552,SRC-UKFCT,K501,Bicarbonate of soda,,,,
GF-ING-00553,SRC-UKFCT,U500,"Biscuits, digestive, plain",,,,
GF-ING-00554,SRC-UKFCT,E500,Blueberries,,,,
GF-ING-00555,SRC-UKFCT,U501,"Bread, brown, average",,,,
GF-ING-00556,SRC-UKFCT,U502,"Bread, brown, toasted",,,,
GF-ING-00557,SRC-UKFCT,U511,"Bread, white, average",,,,
GF-ING-00558,SRC-UKFCT,A501,"Breakfast cereal, crunchy clusters type, without nuts, unfortified",,,,
GF-ING-00559,SRC-UKFCT,C500,"Broccoli, green, raw",,,,
GF-ING-00560,SRC-UKFCT,A514,"Buckwheat, groats",,,,
GF-ING-00561,SRC-UKFCT,T500,"Butter, salted",,,,
GF-ING-00562,SRC-UKFCT,T501,"Butter, unsalted",,,,
GF-ING-00563,SRC-UKFCT,L500,"Cheese, Cheddar, English",,,,
GF-ING-00564,SRC-UKFCT,L502,"Cheese, cottage, plain",,,,
GF-ING-00565,SRC-UKFCT,L506,"Cheese, Feta",,,,
GF-ING-00566,SRC-UKFCT,L503,"Cheese, Mozzarella, fresh",,,,
GF-ING-00567,SRC-UKFCT,L505,"Cheese, processed, plain",,,,
GF-ING-00568,SRC-UKFCT,L511,"Cheese, Ricotta",,,,
GF-ING-00569,SRC-UKFCT,E511,"Cherries, glace",,,,
GF-ING-00570,SRC-UKFCT,E504,"Cherries, West Indian, flesh only",,,,
GF-ING-00571,SRC-UKFCT,N500,"Chicken, whole, corn-fed, raw, meat and skin, weighed with bone",,,,
GF-ING-00572,SRC-UKFCT,G516,Chilli powder,,,,
GF-ING-00573,SRC-UKFCT,G517,Chilli sauce,,,,
GF-ING-00574,SRC-UKFCT,I509,"Chocolate, plain",,,,
GF-ING-00575,SRC-UKFCT,G518,"Cinnamon, ground",,,,
GF-ING-00576,SRC-UKFCT,V501,Cocoa powder,,,,
GF-ING-00577,SRC-UKFCT,H501,Coconut milk,,,,
GF-ING-00578,SRC-UKFCT,V502,"Coffee, powder, instant",,,,
GF-ING-00579,SRC-UKFCT,V503,Cola,,,,
GF-ING-00580,SRC-UKFCT,A502,"Couscous, plain, raw",,,,
GF-ING-00581,SRC-UKFCT,E501,Cranberries,,,,
GF-ING-00582,SRC-UKFCT,U505,Cream of tartar,,,,
GF-ING-00583,SRC-UKFCT,L519,"Cream, fresh, single",,,,
GF-ING-00584,SRC-UKFCT,L512,"Cream, fresh, whipping",,,,
GF-ING-00585,SRC-UKFCT,D500,"Curly kale, raw",,,,
GF-ING-00586,SRC-UKFCT,E510,Currants,,,,
GF-ING-00587,SRC-UKFCT,G520,Curry powder,,,,
GF-ING-00588,SRC-UKFCT,K503,Custard powder,,,,
GF-ING-00589,SRC-UKFCT,X508,"Dips, sour-cream based, assorted flavours",,,,
GF-ING-00590,SRC-UKFCT,X510,"Dressing, French",,,,
GF-ING-00591,SRC-UKFCT,X509,"Dressing, thousand island",,,,
GF-ING-00592,SRC-UKFCT,V504,"Drinking chocolate, powder",,,,
GF-ING-00593,SRC-UKFCT,V505,"Energy drink, carbonated",,,,
GF-ING-00594,SRC-UKFCT,G510,Fennel seeds,,,,
GF-ING-00595,SRC-UKFCT,A503,"Flour, corn",,,,
GF-ING-00596,SRC-UKFCT,A504,"Flour, gram",,,,
GF-ING-00597,SRC-UKFCT,A505,"Flour, rice",,,,
GF-ING-00598,SRC-UKFCT,B503,"Flour, soya",,,,
GF-ING-00599,SRC-UKFCT,E516,"Fruit cocktail, canned in juice, whole contents",,,,
GF-ING-00600,SRC-UKFCT,V506,"Fruit cocktail, canned in syrup, whole contents",,,,
GF-ING-00601,SRC-UKFCT,V507,"Fruit juice drink/squash, diluted",,,,
GF-ING-00602,SRC-UKFCT,V508,"Fruit juice drink/squash, undiluted",,,,
GF-ING-00603,SRC-UKFCT,G523,Garam masala,,,,
GF-ING-00604,SRC-UKFCT,G524,Garlic powder,,,,
GF-ING-00605,SRC-UKFCT,K504,Gelatine,,,,
GF-ING-00606,SRC-UKFCT,T506,"Ghee, butter",,,,
GF-ING-00607,SRC-UKFCT,D505,"Gherkins, pickled, drained",,,,
GF-ING-00608,SRC-UKFCT,G554,"Ginger, ground",,,,
GF-ING-00609,SRC-UKFCT,O501,Ham,,,,
GF-ING-00610,SRC-UKFCT,H502,"Hazelnuts, kernel only",,,,
GF-ING-00611,SRC-UKFCT,I507,Honey,,,,
GF-ING-00612,SRC-UKFCT,I501,"Ice cream, dairy, vanilla, soft scoop",,,,
GF-ING-00613,SRC-UKFCT,W501,"Jelly, made with water",,,,
GF-ING-00614,SRC-UKFCT,E502,"Kiwi fruit, flesh only, raw",,,,
GF-ING-00615,SRC-UKFCT,O502,"Lamb, mince, raw",,,,
GF-ING-00616,SRC-UKFCT,E520,"Lemons, flesh only, raw, weighed with peel and pips",,,,
GF-ING-00617,SRC-UKFCT,W502,Marmalade,,,,
GF-ING-00618,SRC-UKFCT,L507,"Mayonnaise, standard, retail",,,,
GF-ING-00619,SRC-UKFCT,H500,Melon seeds,,,,
GF-ING-00620,SRC-UKFCT,L508,"Milk, condensed, whole, sweetened",,,,
GF-ING-00621,SRC-UKFCT,L509,"Milk, evaporated, light",,,,
GF-ING-00622,SRC-UKFCT,L510,"Milk, skimmed, dried, fortified",,,,
GF-ING-00623,SRC-UKFCT,X512,"Mint sauce, homemade",,,,
GF-ING-00624,SRC-UKFCT,G515,Mixed curry spices,,,,
GF-ING-00625,SRC-UKFCT,G521,"Mixed herbs, dried",,,,
GF-ING-00626,SRC-UKFCT,G533,Mustard powder,,,,
GF-ING-00627,SRC-UKFCT,T507,"Oil, coconut",,,,
GF-ING-00628,SRC-UKFCT,T502,"Oil, olive",,,,
GF-ING-00629,SRC-UKFCT,T509,"Oil, sesame",,,,
GF-ING-00630,SRC-UKFCT,T508,"Oil, sunflower",,,,
GF-ING-00631,SRC-UKFCT,D504,"Olives, green, in brine, drained, flesh and skin",,,,
GF-ING-00632,SRC-UKFCT,E518,"Orange juice, freshly squeezed",,,,
GF-ING-00633,SRC-UKFCT,G526,"Oregano, dried, ground",,,,
GF-ING-00634,SRC-UKFCT,G545,Paprika,,,,
GF-ING-00635,SRC-UKFCT,A507,"Pasta, white, dried, raw",,,,
GF-ING-00636,SRC-UKFCT,E508,"Peaches, canned in syrup, whole contents",,,,
GF-ING-00637,SRC-UKFCT,B504,"Peanut butter, smooth",,,,
GF-ING-00638,SRC-UKFCT,B505,"Peanuts, dry roasted",,,,
GF-ING-00639,SRC-UKFCT,E509,"Pears, canned in juice, whole contents",,,,
GF-ING-00640,SRC-UKFCT,G527,"Pepper, white",,,,
GF-ING-00641,SRC-UKFCT,D506,"Pickle, sweet",,,,
GF-ING-00642,SRC-UKFCT,V509,"Pineapple juice, unsweetened",,,,
GF-ING-00643,SRC-UKFCT,X513,"Pizza base, raw",,,,
GF-ING-00644,SRC-UKFCT,A508,"Porridge oats, unfortified",,,,
GF-ING-00645,SRC-UKFCT,H518,Pumpkin seeds,,,,
GF-ING-00646,SRC-UKFCT,E505,"Redcurrants, raw",,,,
GF-ING-00647,SRC-UKFCT,G525,"Rosemary, dried",,,,
GF-ING-00648,SRC-UKFCT,G529,Saffron,,,,
GF-ING-00649,SRC-UKFCT,I508,"Sago, raw",,,,
GF-ING-00650,SRC-UKFCT,O503,Salami,,,,
GF-ING-00651,SRC-UKFCT,G528,Salt,,,,
GF-ING-00652,SRC-UKFCT,X500,"Sauces, Indian cook in, other",,,,
GF-ING-00653,SRC-UKFCT,O504,"Sausages, premium, raw",,,,
GF-ING-00654,SRC-UKFCT,G513,Sesame seeds,,,,
GF-ING-00655,SRC-UKFCT,G546,"Shallots, raw",,,,
GF-ING-00656,SRC-UKFCT,X501,"Soy sauce, light and dark varieties",,,,
GF-ING-00657,SRC-UKFCT,K502,"Spirits, 40% volume",,,,
GF-ING-00658,SRC-UKFCT,G547,"Spring onions, bulbs and tops, raw",,,,
GF-ING-00659,SRC-UKFCT,G501,"Spring onions, bulbs only, raw",,,,
GF-ING-00660,SRC-UKFCT,K506,"Stock cubes, chicken",,,,
GF-ING-00661,SRC-UKFCT,K507,"Stock cubes, vegetable",,,,
GF-ING-00662,SRC-UKFCT,I503,"Sugar, brown",,,,
GF-ING-00663,SRC-UKFCT,I504,"Sugar, icing",,,,
GF-ING-00664,SRC-UKFCT,I502,"Sugar, white",,,,
GF-ING-00665,SRC-UKFCT,E506,Sultanas,,,,
GF-ING-00666,SRC-UKFCT,D503,"Sweetcorn, kernels, raw",,,,
GF-ING-00667,SRC-UKFCT,I505,"Syrup, corn, dark",,,,
GF-ING-00668,SRC-UKFCT,V510,"Tea, black, infusion, average",,,,
GF-ING-00669,SRC-UKFCT,V511,"Tea, green, infusion",,,,
GF-ING-00670,SRC-UKFCT,G531,"Thyme, dried, ground",,,,
GF-ING-00671,SRC-UKFCT,B506,"Tofu, soya bean, steamed",,,,
GF-ING-00672,SRC-UKFCT,X503,Tomato ketchup,,,,
GF-ING-00673,SRC-UKFCT,X504,Tomato puree,,,,
GF-ING-00674,SRC-UKFCT,X505,"Tomato sauce, homemade",,,,
GF-ING-00675,SRC-UKFCT,D502,"Tomatoes, cherry, raw",,,,
GF-ING-00676,SRC-UKFCT,F501,"Turnip, flesh only, raw",,,,
GF-ING-00677,SRC-UKFCT,G532,Vinegar,,,,
GF-ING-00678,SRC-UKFCT,U509,"Wafers, plain ice cream wafers, not filled",,,,
GF-ING-00679,SRC-UKFCT,K505,"Water, distilled",,,,
GF-ING-00680,SRC-UKFCT,C502,"Watercress, raw",,,,
GF-ING-00681,SRC-UKFCT,X506,"White sauce, savoury, made with whole milk, homemade",,,,
GF-ING-00682,SRC-UKFCT,X507,Worcestershire sauce,,,,
GF-ING-00683,SRC-UKFCT,G534,Yeast extract,,,,
GF-ING-00684,SRC-UKFCT,L520,"Yogurt, whole milk, plain",,,,
GF-ING-00685,SRC-USDA-FCT,G536,AJWAIN SEED WHOLE ORGANIC SPICES,,,,
GF-ING-00686,SRC-USDA-FCT,A513,"ALMOND FLOUR, ALMOND",,,,
GF-ING-00687,SRC-USDA-FCT,H507,ALMOND MILK,,,,
GF-ING-00688,SRC-USDA-FCT,G539,BALSAMIC VINEGAR,,,,
GF-ING-00689,SRC-USDA-FCT,B507,BLACK BEANS,,,,
GF-ING-00690,SRC-USDA-FCT,A509,BLACK RICE,,,,
GF-ING-00691,SRC-USDA-FCT,X517,"CAJUN SEASONING, CAJUN",,,,
GF-ING-00692,SRC-USDA-FCT,I510,"Candies, gum drops, no sugar or low calorie (sorbitol)",,,,
GF-ING-00693,SRC-USDA-FCT,G542,"Capers, canned",,,,
GF-ING-00694,SRC-USDA-FCT,L501,"Cheese spread, cream cheese, regular",,,,
GF-ING-00695,SRC-USDA-FCT,L518,"Cheese, cream, low fat",,,,
GF-ING-00696,SRC-USDA-FCT,L513,"Cheese, provolone",,,,
GF-ING-00697,SRC-USDA-FCT,H506,Chia seeds,,,,
GF-ING-00698,SRC-USDA-FCT,B509,"Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",,,,
GF-ING-00699,SRC-USDA-FCT,A510,CRACKED WHEAT,,,,
GF-ING-00700,SRC-USDA-FCT,L515,"Cream, fluid, light (coffee cream or table cream)",,,,
GF-ING-00701,SRC-USDA-FCT,X518,CREAMED CORN,,,,
GF-ING-00702,SRC-USDA-FCT,X515,"DIJON MUSTARD, DIJON",,,,
GF-ING-00703,SRC-USDA-FCT,E514,DRIED MANGO,,,,
GF-ING-00704,SRC-USDA-FCT,G548,"GINGER JUICE, GINGER",,,,
GF-ING-00705,SRC-USDA-FCT,E515,"Gooseberries, raw",,,,
GF-ING-00706,SRC-USDA-FCT,G540,HIMALAYAN BLACK SALT,,,,
GF-ING-00707,SRC-USDA-FCT,U506,HOT DOG BUNS,,,,
GF-ING-00708,SRC-USDA-FCT,W504,JAM,,,,
GF-ING-00709,SRC-USDA-FCT,G551,"Lemon grass (citronella), raw",,,,
GF-ING-00710,SRC-USDA-FCT,G550,"Lemon peel, raw",,,,
GF-ING-00711,SRC-USDA-FCT,T504,MARGARINE,,,,
GF-ING-00712,SRC-USDA-FCT,L521,"Milk, buttermilk, fluid, whole",,,,
GF-ING-00713,SRC-USDA-FCT,L516,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",,,,
GF-ING-00714,SRC-USDA-FCT,H505,"MIXED NUTS CASHEWS, ALMONDS, HAZELNUTS, PISTACHIOS, PECANS, MIXED NUTS",,,,
GF-ING-00715,SRC-USDA-FCT,G541,MSG MONOSODIUM GLUTAMATE,,,,
